GeneId	Control_transcript	Case_transcript
LUC7L3	ENST00000240304.5	ENST00000513025.2
LUC7L3	ENST00000240304.5	ENST00000508482.5
LUC7L3	ENST00000240304.5	ENST00000504563.6
LUC7L3	ENST00000240304.5	ENST00000504065.5
CCDC132	ENST00000305866.9	ENST00000495039.1
CCDC132	ENST00000305866.9	ENST00000480943.5
CCDC132	ENST00000305866.9	ENST00000458707.1
CCDC132	ENST00000305866.9	ENST00000484954.1
CCDC132	ENST00000305866.9	ENST00000476413.1
CCDC132	ENST00000305866.9	ENST00000467326.5
CCDC132	ENST00000305866.9	ENST00000443443.1
CCDC132	ENST00000305866.9	ENST00000544910.5
CCDC132	ENST00000305866.9	ENST00000485994.5
CCDC132	ENST00000305866.9	ENST00000441602.5
CCDC132	ENST00000305866.9	ENST00000474412.1
CCDC132	ENST00000305866.9	ENST00000471188.5
CCDC132	ENST00000305866.9	ENST00000485140.1
CCDC132	ENST00000305866.9	ENST00000477935.1
CCDC132	ENST00000305866.9	ENST00000477572.1
NFIB	ENST00000380953.5	ENST00000543693.5
NFIB	ENST00000493697.1	ENST00000543693.5
NFIB	ENST00000397579.6	ENST00000543693.5
NFIB	ENST00000397581.6	ENST00000543693.5
NFIB	ENST00000622520.1	ENST00000543693.5
NFIB	ENST00000397575.7	ENST00000543693.5
NFIB	ENST00000380959.7	ENST00000543693.5
NFIB	ENST00000380959.7	ENST00000606230.1
NFIB	ENST00000380959.7	ENST00000632375.1
NFIB	ENST00000380959.7	ENST00000380921.3
NFIB	ENST00000380959.7	ENST00000380924.1
NFIB	ENST00000380934.8	ENST00000543693.5
NFIB	ENST00000633317.1	ENST00000543693.5
COASY	ENST00000587858.5	ENST00000591583.1
COASY	ENST00000586771.1	ENST00000591583.1
COASY	ENST00000587214.1	ENST00000591583.1
COASY	ENST00000421097.6	ENST00000591779.5
COASY	ENST00000421097.6	ENST00000585909.1
COASY	ENST00000421097.6	ENST00000393818.2
COASY	ENST00000421097.6	ENST00000588757.1
COASY	ENST00000421097.6	ENST00000591583.1
COASY	ENST00000421097.6	ENST00000585811.1
COASY	ENST00000421097.6	ENST00000588353.1
COASY	ENST00000421097.6	ENST00000591753.1
COASY	ENST00000421097.6	ENST00000590958.5
COASY	ENST00000421097.6	ENST00000587157.1
FUT11	ENST00000465695.1	ENST00000489264.2
FUT11	ENST00000372841.7	ENST00000489264.2
FUT11	ENST00000394790.2	ENST00000489264.2
GLYR1	ENST00000321919.13	ENST00000591846.1
GLYR1	ENST00000321919.13	ENST00000436648.9
GLYR1	ENST00000321919.13	ENST00000591159.1
GLYR1	ENST00000321919.13	ENST00000587297.1
GLYR1	ENST00000321919.13	ENST00000586901.1
GLYR1	ENST00000321919.13	ENST00000587936.5
GLYR1	ENST00000321919.13	ENST00000589389.5
GLYR1	ENST00000321919.13	ENST00000587875.1
GLYR1	ENST00000321919.13	ENST00000586095.1
STX4	ENST00000313843.7	ENST00000478150.1
STX4	ENST00000313843.7	ENST00000461455.5
STX4	ENST00000313843.7	ENST00000564368.1
STX4	ENST00000313843.7	ENST00000493902.5
STX4	ENST00000313843.7	ENST00000475862.5
STX4	ENST00000313843.7	ENST00000394998.5
STX4	ENST00000313843.7	ENST00000486660.1
STX4	ENST00000313843.7	ENST00000487411.5
STX4	ENST00000313843.7	ENST00000503629.6
STX4	ENST00000313843.7	ENST00000566353.5
STX4	ENST00000313843.7	ENST00000457779.6
STX4	ENST00000313843.7	ENST00000468583.1
MINK1	ENST00000355280.10	ENST00000576037.1
MINK1	ENST00000355280.10	ENST00000571207.5
MINK1	ENST00000355280.10	ENST00000571526.1
MINK1	ENST00000355280.10	ENST00000572330.5
MINK1	ENST00000355280.10	ENST00000575511.1
MINK1	ENST00000355280.10	ENST00000572304.1
MINK1	ENST00000355280.10	ENST00000574871.1
MINK1	ENST00000355280.10	ENST00000572629.1
GIGYF2	ENST00000409547.5	ENST00000474465.5
GIGYF2	ENST00000409451.7	ENST00000474465.5
GIGYF2	ENST00000373563.8	ENST00000469843.1
GIGYF2	ENST00000373563.8	ENST00000409196.7
GIGYF2	ENST00000373563.8	ENST00000464402.5
GIGYF2	ENST00000373563.8	ENST00000488734.5
GIGYF2	ENST00000373563.8	ENST00000427233.5
GIGYF2	ENST00000373563.8	ENST00000488629.5
GIGYF2	ENST00000373563.8	ENST00000440945.5
GIGYF2	ENST00000373563.8	ENST00000458528.1
GIGYF2	ENST00000373563.8	ENST00000473170.5
GIGYF2	ENST00000373563.8	ENST00000474312.5
GIGYF2	ENST00000373563.8	ENST00000484409.1
GIGYF2	ENST00000373563.8	ENST00000423659.5
GIGYF2	ENST00000373563.8	ENST00000483164.5
GIGYF2	ENST00000373563.8	ENST00000421778.1
GIGYF2	ENST00000373563.8	ENST00000629305.2
GIGYF2	ENST00000373563.8	ENST00000436349.5
GIGYF2	ENST00000373563.8	ENST00000410033.1
GIGYF2	ENST00000373563.8	ENST00000445650.5
GIGYF2	ENST00000373563.8	ENST00000428883.5
GIGYF2	ENST00000373563.8	ENST00000429187.5
GIGYF2	ENST00000373563.8	ENST00000409480.5
GIGYF2	ENST00000373563.8	ENST00000474465.5
GIGYF2	ENST00000373563.8	ENST00000492910.5
GIGYF2	ENST00000373563.8	ENST00000482952.5
GIGYF2	ENST00000373563.8	ENST00000430720.5
GIGYF2	ENST00000373563.8	ENST00000424414.6
GIGYF2	ENST00000373563.8	ENST00000456491.5
GIGYF2	ENST00000373563.8	ENST00000426102.1
GIGYF2	ENST00000373563.8	ENST00000490229.5
GIGYF2	ENST00000471011.1	ENST00000474465.5
GIGYF2	ENST00000482666.5	ENST00000474465.5
GIGYF2	ENST00000476995.5	ENST00000474465.5
GIGYF2	ENST00000464805.5	ENST00000474465.5
GIGYF2	ENST00000427649.5	ENST00000474465.5
GIGYF2	ENST00000463554.5	ENST00000474465.5
GIGYF2	ENST00000475359.5	ENST00000474465.5
GIGYF2	ENST00000424038.1	ENST00000474465.5
GIGYF2	ENST00000455139.5	ENST00000474465.5
GIGYF2	ENST00000489328.1	ENST00000474465.5
GIGYF2	ENST00000425040.5	ENST00000474465.5
GIGYF2	ENST00000490612.5	ENST00000474465.5
GIGYF2	ENST00000421433.5	ENST00000474465.5
GIGYF2	ENST00000475530.1	ENST00000474465.5
RBM26	ENST00000438737.2	ENST00000449987.6
RBM26	ENST00000472143.2	ENST00000449987.6
RBM26	ENST00000622611.4	ENST00000449987.6
RBM26	ENST00000267229.11	ENST00000449987.6
RBM26	ENST00000267229.11	ENST00000461008.1
RBM26	ENST00000267229.11	ENST00000438724.5
RBM39	ENST00000253363.10	ENST00000433027.5
RBM39	ENST00000253363.10	ENST00000468086.1
RBM39	ENST00000253363.10	ENST00000496183.5
RBM39	ENST00000253363.10	ENST00000487604.1
RBM39	ENST00000253363.10	ENST00000416108.5
RBM39	ENST00000253363.10	ENST00000477334.1
RBM39	ENST00000253363.10	ENST00000449489.5
RBM39	ENST00000253363.10	ENST00000482563.1
RBM39	ENST00000253363.10	ENST00000455343.5
RBM39	ENST00000253363.10	ENST00000412738.5
RBM39	ENST00000253363.10	ENST00000615771.4
RBM39	ENST00000253363.10	ENST00000416529.5
RBM39	ENST00000253363.10	ENST00000461283.5
RBM39	ENST00000253363.10	ENST00000471635.5
RBM39	ENST00000253363.10	ENST00000481037.5
RBM39	ENST00000253363.10	ENST00000475651.5
RBM39	ENST00000253363.10	ENST00000461849.1
RBM39	ENST00000253363.10	ENST00000476806.5
RBM39	ENST00000253363.10	ENST00000498280.1
RBM39	ENST00000253363.10	ENST00000463004.5
RBM39	ENST00000253363.10	ENST00000453310.5
RBM39	ENST00000253363.10	ENST00000463098.5
RBM39	ENST00000253363.10	ENST00000403542.6
RBM39	ENST00000253363.10	ENST00000490354.5
RBM39	ENST00000253363.10	ENST00000338163.10
RBM39	ENST00000253363.10	ENST00000465158.5
RBM39	ENST00000253363.10	ENST00000490484.6
RBM39	ENST00000253363.10	ENST00000425184.5
RBM39	ENST00000253363.10	ENST00000470563.5
RBM39	ENST00000253363.10	ENST00000492779.5
RBM39	ENST00000253363.10	ENST00000493853.1
RBM39	ENST00000253363.10	ENST00000495293.5
NEK1	ENST00000439128.6	ENST00000511633.5
NEK1	ENST00000512193.5	ENST00000511633.5
NEK1	ENST00000507142.5	ENST00000509912.5
NEK1	ENST00000507142.5	ENST00000511633.5
NEK1	ENST00000507142.5	ENST00000505119.1
NEK1	ENST00000507142.5	ENST00000510108.1
NEK1	ENST00000507142.5	ENST00000510533.5
DHX30	ENST00000395745.6	ENST00000619982.4
DHX30	ENST00000446256.6	ENST00000619982.4
DHX30	ENST00000348968.8	ENST00000619982.4
DHX30	ENST00000492893.5	ENST00000619982.4
DHX30	ENST00000472718.5	ENST00000619982.4
DHX30	ENST00000445061.5	ENST00000619982.4
DHX30	ENST00000457607.1	ENST00000619982.4
PLOD3	ENST00000456079.1	ENST00000454310.5
PLOD3	ENST00000223127.7	ENST00000460475.1
PLOD3	ENST00000223127.7	ENST00000421736.1
PLOD3	ENST00000223127.7	ENST00000463479.1
PLOD3	ENST00000223127.7	ENST00000460132.5
PLOD3	ENST00000223127.7	ENST00000454310.5
PLOD3	ENST00000223127.7	ENST00000478082.5
PLOD3	ENST00000223127.7	ENST00000414785.5
PLOD3	ENST00000223127.7	ENST00000478264.1
PLOD3	ENST00000223127.7	ENST00000440925.1
PLOD3	ENST00000223127.7	ENST00000466881.1
PLOD3	ENST00000223127.7	ENST00000487563.1
PLOD3	ENST00000481461.1	ENST00000454310.5
PLOD3	ENST00000489927.1	ENST00000454310.5
PLOD3	ENST00000424135.5	ENST00000454310.5
TRADD	ENST00000345057.8	ENST00000486556.1
TRADD	ENST00000345057.8	ENST00000563348.1
TRADD	ENST00000345057.8	ENST00000566247.1
BNIP2	ENST00000477543.1	ENST00000415213.6
BNIP2	ENST00000477543.1	ENST00000557987.5
BNIP2	ENST00000477543.1	ENST00000478981.1
BNIP2	ENST00000477543.1	ENST00000464390.1
BNIP2	ENST00000477543.1	ENST00000267859.7
BNIP2	ENST00000477543.1	ENST00000560458.5
BNIP2	ENST00000477543.1	ENST00000439052.5
BNIP2	ENST00000477543.1	ENST00000560776.1
NAA16	ENST00000476980.5	ENST00000497143.5
NAA16	ENST00000379406.7	ENST00000497143.5
NAA16	ENST00000379406.7	ENST00000483215.1
NAA16	ENST00000379406.7	ENST00000477452.1
NAA16	ENST00000379406.7	ENST00000464857.5
NAA16	ENST00000379406.7	ENST00000497727.5
NAA16	ENST00000379406.7	ENST00000469708.1
NAA16	ENST00000379406.7	ENST00000495148.1
NAA16	ENST00000463114.5	ENST00000497143.5
NAA16	ENST00000403412.7	ENST00000497143.5
MLH3	ENST00000556740.5	ENST00000553713.5
MLH3	ENST00000556740.5	ENST00000380968.6
MLH3	ENST00000556740.5	ENST00000555499.1
MLH3	ENST00000556740.5	ENST00000555415.1
MLH3	ENST00000556740.5	ENST00000355774.6
MLH3	ENST00000556740.5	ENST00000556453.5
MLH3	ENST00000556740.5	ENST00000554697.5
MLH3	ENST00000556740.5	ENST00000555671.1
MLH3	ENST00000556740.5	ENST00000555144.5
DDX42	ENST00000389924.6	ENST00000581767.1
DDX42	ENST00000389924.6	ENST00000359353.9
DDX42	ENST00000389924.6	ENST00000581477.1
DDX42	ENST00000389924.6	ENST00000580108.1
DDX42	ENST00000389924.6	ENST00000579511.1
DDX42	ENST00000389924.6	ENST00000583590.5
DDX42	ENST00000389924.6	ENST00000457800.3
DDX42	ENST00000389924.6	ENST00000578137.5
DDX42	ENST00000389924.6	ENST00000579539.1
DDX42	ENST00000389924.6	ENST00000577978.1
DDX42	ENST00000389924.6	ENST00000577940.6
DDX42	ENST00000389924.6	ENST00000582985.1
DDX42	ENST00000389924.6	ENST00000584951.1
DDX42	ENST00000389924.6	ENST00000578593.1
DDX42	ENST00000389924.6	ENST00000584010.5
ACD	ENST00000620761.4	ENST00000602656.1
ACD	ENST00000620761.4	ENST00000602519.1
ACD	ENST00000620761.4	ENST00000602945.5
ACD	ENST00000620761.4	ENST00000602423.1
ACD	ENST00000620761.4	ENST00000602850.5
ACD	ENST00000620761.4	ENST00000602622.5
ACD	ENST00000620761.4	ENST00000602320.1
ACD	ENST00000620761.4	ENST00000602382.5
ACD	ENST00000620761.4	ENST00000602860.5
HNRNPU	ENST00000283179.13	ENST00000444376.6
HNRNPU	ENST00000283179.13	ENST00000366525.7
HNRNPU	ENST00000283179.13	ENST00000468690.1
HNRNPU	ENST00000283179.13	ENST00000476241.1
HNRNPU	ENST00000283179.13	ENST00000465881.1
HNRNPU	ENST00000283179.13	ENST00000483966.2
PGAP3	ENST00000300658.8	ENST00000584620.5
PGAP3	ENST00000300658.8	ENST00000614824.4
PGAP3	ENST00000300658.8	ENST00000584856.1
PGAP3	ENST00000300658.8	ENST00000378011.8
PGAP3	ENST00000300658.8	ENST00000580898.5
PGAP3	ENST00000300658.8	ENST00000429199.6
PGAP3	ENST00000300658.8	ENST00000579146.5
PGAP3	ENST00000300658.8	ENST00000582276.1
PGAP3	ENST00000300658.8	ENST00000309862.10
PGAP3	ENST00000300658.8	ENST00000577337.5
PGAP3	ENST00000300658.8	ENST00000619169.4
OTUB1	ENST00000538426.5	ENST00000428192.6
OTUB1	ENST00000538426.5	ENST00000536443.1
OTUB1	ENST00000538426.5	ENST00000535140.1
OTUB1	ENST00000538426.5	ENST00000422031.6
OTUB1	ENST00000538426.5	ENST00000541478.5
OTUB1	ENST00000538426.5	ENST00000447683.2
OTUB1	ENST00000538426.5	ENST00000543988.1
OTUB1	ENST00000538426.5	ENST00000535715.5
OTUB1	ENST00000538426.5	ENST00000543004.5
OTUB1	ENST00000538426.5	ENST00000536943.1
OTUB1	ENST00000538426.5	ENST00000301453.7
MTHFSD	ENST00000562994.5	ENST00000562096.1
MTHFSD	ENST00000568037.5	ENST00000562096.1
MTHFSD	ENST00000565482.1	ENST00000562096.1
MTHFSD	ENST00000546093.5	ENST00000562096.1
MTHFSD	ENST00000567539.5	ENST00000562096.1
MTHFSD	ENST00000360900.10	ENST00000562096.1
MTHFSD	ENST00000568798.5	ENST00000562096.1
MTHFSD	ENST00000561989.5	ENST00000562096.1
MTHFSD	ENST00000543303.6	ENST00000562096.1
MTHFSD	ENST00000381214.9	ENST00000562096.1
MTHFSD	ENST00000566050.5	ENST00000562096.1
POMT1	ENST00000372228.7	ENST00000372220.4
POMT1	ENST00000402686.7	ENST00000415075.5
POMT1	ENST00000402686.7	ENST00000448212.5
POMT1	ENST00000402686.7	ENST00000418774.5
POMT1	ENST00000402686.7	ENST00000372220.4
POMT1	ENST00000402686.7	ENST00000494883.1
POMT1	ENST00000402686.7	ENST00000483472.1
POMT1	ENST00000402686.7	ENST00000441334.5
POMT1	ENST00000402686.7	ENST00000423007.5
POMT1	ENST00000402686.7	ENST00000485278.5
POMT1	ENST00000402686.7	ENST00000467848.1
POMT1	ENST00000402686.7	ENST00000430619.1
POMT1	ENST00000402686.7	ENST00000462375.5
POMT1	ENST00000341012.11	ENST00000372220.4
POMT1	ENST00000404875.6	ENST00000372220.4
ECSIT	ENST00000270517.11	ENST00000593231.1
ECSIT	ENST00000270517.11	ENST00000588998.5
ECSIT	ENST00000270517.11	ENST00000592571.1
ECSIT	ENST00000270517.11	ENST00000592665.1
ECSIT	ENST00000270517.11	ENST00000586149.1
ECSIT	ENST00000270517.11	ENST00000591352.1
ECSIT	ENST00000270517.11	ENST00000585898.1
ECSIT	ENST00000270517.11	ENST00000590480.1
ECSIT	ENST00000270517.11	ENST00000252440.11
ECSIT	ENST00000270517.11	ENST00000592312.5
ECSIT	ENST00000417981.6	ENST00000592571.1
ECSIT	ENST00000585318.5	ENST00000592571.1
ECSIT	ENST00000591104.5	ENST00000592571.1
KIAA0556	ENST00000618117.1	ENST00000568622.1
KIAA0556	ENST00000565672.5	ENST00000568622.1
KIAA0556	ENST00000564749.5	ENST00000568622.1
KIAA0556	ENST00000261588.8	ENST00000568622.1
KIAA0556	ENST00000568258.5	ENST00000568622.1
RPAIN	ENST00000381209.7	ENST00000575599.5
RPAIN	ENST00000381209.7	ENST00000405578.8
RPAIN	ENST00000381209.7	ENST00000327154.10
RPAIN	ENST00000381209.7	ENST00000571043.5
RPAIN	ENST00000381209.7	ENST00000539417.6
RPAIN	ENST00000381209.7	ENST00000572174.5
RPAIN	ENST00000381209.7	ENST00000575711.1
RPAIN	ENST00000381209.7	ENST00000571613.5
RPAIN	ENST00000381209.7	ENST00000570883.5
RPAIN	ENST00000381209.7	ENST00000575112.5
RPAIN	ENST00000381209.7	ENST00000573126.1
FAM185A	ENST00000413034.2	ENST00000496790.1
FAM185A	ENST00000442873.5	ENST00000496790.1
FAM185A	ENST00000420217.1	ENST00000418198.5
FAM185A	ENST00000420217.1	ENST00000481697.5
FAM185A	ENST00000420217.1	ENST00000409231.7
FAM185A	ENST00000420217.1	ENST00000496790.1
FAM185A	ENST00000420217.1	ENST00000487807.5
TAF12	ENST00000373824.8	ENST00000471683.5
TAF12	ENST00000263974.4	ENST00000471683.5
TAF12	ENST00000495422.1	ENST00000471683.5
KTN1	ENST00000438792.6	ENST00000554831.1
KTN1	ENST00000438792.6	ENST00000554570.1
KTN1	ENST00000438792.6	ENST00000413890.6
KTN1	ENST00000438792.6	ENST00000555506.1
KTN1	ENST00000438792.6	ENST00000555573.5
KTN1	ENST00000438792.6	ENST00000554567.1
KTN1	ENST00000438792.6	ENST00000555164.2
KTN1	ENST00000438792.6	ENST00000554306.1
KTN1	ENST00000438792.6	ENST00000553360.5
KTN1	ENST00000438792.6	ENST00000554890.1
KTN1	ENST00000438792.6	ENST00000395309.7
KTN1	ENST00000438792.6	ENST00000459737.5
KTN1	ENST00000438792.6	ENST00000553624.5
KTN1	ENST00000438792.6	ENST00000557267.1
KTN1	ENST00000438792.6	ENST00000554507.5
KTN1	ENST00000438792.6	ENST00000553710.1
KTN1	ENST00000438792.6	ENST00000395311.5
KTN1	ENST00000438792.6	ENST00000334975.13
KTN1	ENST00000438792.6	ENST00000556631.1
KTN1	ENST00000438792.6	ENST00000554294.1
KTN1	ENST00000438792.6	ENST00000395308.5
KTN1	ENST00000438792.6	ENST00000555172.5
ZNF182	ENST00000376943.7	ENST00000305127.7
ZNF182	ENST00000396965.5	ENST00000305127.7
PIN4	ENST00000373669.6	ENST00000496835.6
PIN4	ENST00000373669.6	ENST00000446576.1
PIN4	ENST00000373669.6	ENST00000373662.3
PIN4	ENST00000373669.6	ENST00000439980.6
PIN4	ENST00000373669.6	ENST00000218432.9
PIN4	ENST00000373669.6	ENST00000423432.6
M6PR	ENST00000543845.1	ENST00000539143.5
M6PR	ENST00000000412.7	ENST00000544193.1
M6PR	ENST00000000412.7	ENST00000536844.5
M6PR	ENST00000000412.7	ENST00000540837.1
M6PR	ENST00000000412.7	ENST00000544245.1
M6PR	ENST00000000412.7	ENST00000539143.5
M6PR	ENST00000000412.7	ENST00000543834.1
M6PR	ENST00000000412.7	ENST00000541507.5
M6PR	ENST00000000412.7	ENST00000543159.1
M6PR	ENST00000000412.7	ENST00000543258.1
M6PR	ENST00000000412.7	ENST00000537621.1
M6PR	ENST00000543704.5	ENST00000539143.5
VPS33B	ENST00000333371.7	ENST00000557358.1
VPS33B	ENST00000333371.7	ENST00000554660.1
VPS33B	ENST00000333371.7	ENST00000556096.6
VPS33B	ENST00000333371.7	ENST00000557470.5
VPS33B	ENST00000333371.7	ENST00000574755.5
VPS33B	ENST00000535906.1	ENST00000557470.5
VPS33B	ENST00000554264.5	ENST00000557470.5
CSNK1G3	ENST00000361991.6	ENST00000360683.6
CSNK1G3	ENST00000345990.8	ENST00000360683.6
CSNK1G3	ENST00000521364.5	ENST00000360683.6
CSNK1G3	ENST00000515322.2	ENST00000360683.6
CSNK1G3	ENST00000510842.6	ENST00000360683.6
SCYL1	ENST00000270176.9	ENST00000534462.1
SCYL1	ENST00000270176.9	ENST00000526454.1
SCYL1	ENST00000270176.9	ENST00000532290.1
SCYL1	ENST00000270176.9	ENST00000529178.1
SCYL1	ENST00000270176.9	ENST00000279270.10
SCYL1	ENST00000270176.9	ENST00000524897.5
SCYL1	ENST00000270176.9	ENST00000529981.1
SCYL1	ENST00000270176.9	ENST00000528545.1
SCYL1	ENST00000270176.9	ENST00000524944.5
MYBBP1A	ENST00000254718.8	ENST00000573723.1
MYBBP1A	ENST00000254718.8	ENST00000573116.5
MYBBP1A	ENST00000254718.8	ENST00000571368.5
MYBBP1A	ENST00000254718.8	ENST00000575662.1
MYBBP1A	ENST00000254718.8	ENST00000571354.1
MYBBP1A	ENST00000254718.8	ENST00000574934.5
MYBBP1A	ENST00000254718.8	ENST00000572759.1
MYBBP1A	ENST00000254718.8	ENST00000381556.6
UPF1	ENST00000262803.9	ENST00000600689.1
UPF1	ENST00000262803.9	ENST00000596842.5
UPF1	ENST00000262803.9	ENST00000598209.5
UPF1	ENST00000262803.9	ENST00000600012.5
UPF1	ENST00000262803.9	ENST00000594243.1
UPF1	ENST00000262803.9	ENST00000594504.5
UPF1	ENST00000262803.9	ENST00000598471.1
UPF1	ENST00000262803.9	ENST00000600868.5
UPF1	ENST00000262803.9	ENST00000600310.5
UPF1	ENST00000262803.9	ENST00000601689.1
ZNF808	ENST00000359798.8	ENST00000461779.5
ZNF808	ENST00000359798.8	ENST00000611267.1
ZNF808	ENST00000359798.8	ENST00000461321.1
ZNF808	ENST00000359798.8	ENST00000487863.5
PAPD4	ENST00000453514.5	ENST00000296783.7
PAPD4	ENST00000453514.5	ENST00000503620.1
PAPD4	ENST00000453514.5	ENST00000504982.1
PAPD4	ENST00000453514.5	ENST00000510721.1
PAPD4	ENST00000453514.5	ENST00000505770.1
PAPD4	ENST00000453514.5	ENST00000513735.5
PAPD4	ENST00000453514.5	ENST00000428308.6
PAPD4	ENST00000453514.5	ENST00000515298.5
PAPD4	ENST00000453514.5	ENST00000509227.1
LTBR	ENST00000546296.5	ENST00000541102.1
LTBR	ENST00000546296.5	ENST00000544454.5
LTBR	ENST00000546296.5	ENST00000539925.5
LTBR	ENST00000546296.5	ENST00000441074.3
LTBR	ENST00000546296.5	ENST00000444814.2
LTBR	ENST00000546296.5	ENST00000536876.5
LTBR	ENST00000546296.5	ENST00000545445.1
LTBR	ENST00000546296.5	ENST00000542830.5
LTBR	ENST00000546296.5	ENST00000535739.5
LTBR	ENST00000546296.5	ENST00000228918.8
LTBR	ENST00000546296.5	ENST00000543190.5
LTBR	ENST00000546296.5	ENST00000440421.2
LTBR	ENST00000546296.5	ENST00000541005.1
LTBR	ENST00000546296.5	ENST00000543542.1
MED15	ENST00000292733.11	ENST00000473244.5
MED15	ENST00000444094.5	ENST00000473244.5
MED15	ENST00000414658.5	ENST00000473244.5
MED15	ENST00000263205.11	ENST00000473244.5
MED15	ENST00000445987.5	ENST00000473244.5
MED15	ENST00000477824.5	ENST00000473244.5
MED15	ENST00000406969.5	ENST00000473244.5
MED15	ENST00000478831.5	ENST00000473244.5
MED15	ENST00000433831.5	ENST00000473244.5
TYK2	ENST00000525621.5	ENST00000533334.1
TYK2	ENST00000525621.5	ENST00000529370.5
TYK2	ENST00000525621.5	ENST00000534228.1
TYK2	ENST00000525621.5	ENST00000530220.1
TYK2	ENST00000525621.5	ENST00000527481.2
TYK2	ENST00000525621.5	ENST00000529739.1
TYK2	ENST00000525621.5	ENST00000524462.5
TYK2	ENST00000525621.5	ENST00000529412.1
TYK2	ENST00000525621.5	ENST00000524470.1
TYK2	ENST00000525621.5	ENST00000531620.1
TYK2	ENST00000525621.5	ENST00000529422.1
BRWD1	ENST00000341322.4	ENST00000445245.5
BRWD1	ENST00000341322.4	ENST00000484090.1
BRWD1	ENST00000341322.4	ENST00000473813.1
BRWD1	ENST00000341322.4	ENST00000342449.7
BRWD1	ENST00000341322.4	ENST00000470108.5
BRWD1	ENST00000341322.4	ENST00000445668.5
BRWD1	ENST00000341322.4	ENST00000430093.5
BRWD1	ENST00000341322.4	ENST00000455867.5
BRWD1	ENST00000341322.4	ENST00000380800.7
BRWD1	ENST00000341322.4	ENST00000424441.1
BRWD1	ENST00000341322.4	ENST00000491564.1
BRWD1	ENST00000341322.4	ENST00000496759.1
BRWD1	ENST00000341322.4	ENST00000333229.6
CCSER2	ENST00000359979.8	ENST00000543283.2
CCSER2	ENST00000372088.6	ENST00000543283.2
CCSER2	ENST00000494586.5	ENST00000543283.2
CCSER2	ENST00000493409.5	ENST00000543283.2
CCSER2	ENST00000224756.12	ENST00000543283.2
CCSER2	ENST00000494144.5	ENST00000543283.2
RBM25	ENST00000527432.5	ENST00000532192.1
RBM25	ENST00000527432.5	ENST00000530978.1
RBM25	ENST00000527432.5	ENST00000528081.5
RBM25	ENST00000527432.5	ENST00000532683.5
RBM25	ENST00000527432.5	ENST00000261973.11
RBM25	ENST00000527432.5	ENST00000532483.5
RBM25	ENST00000527432.5	ENST00000527449.1
RABGGTA	ENST00000399409.7	ENST00000561055.1
RABGGTA	ENST00000216840.10	ENST00000561055.1
RABGGTA	ENST00000559974.5	ENST00000561055.1
RABGGTA	ENST00000558954.5	ENST00000561055.1
RABGGTA	ENST00000558376.5	ENST00000560777.5
RABGGTA	ENST00000558376.5	ENST00000560521.5
RABGGTA	ENST00000558376.5	ENST00000560207.1
RABGGTA	ENST00000558376.5	ENST00000560998.5
RABGGTA	ENST00000558376.5	ENST00000560243.5
RABGGTA	ENST00000558376.5	ENST00000560127.1
RABGGTA	ENST00000558376.5	ENST00000559850.5
RABGGTA	ENST00000558376.5	ENST00000558534.5
RABGGTA	ENST00000558376.5	ENST00000560871.5
RABGGTA	ENST00000558376.5	ENST00000558936.5
RABGGTA	ENST00000558376.5	ENST00000561055.1
RABGGTA	ENST00000558376.5	ENST00000559551.5
RABGGTA	ENST00000558376.5	ENST00000558649.5
RABGGTA	ENST00000559586.5	ENST00000561055.1
RABGGTA	ENST00000560163.1	ENST00000561055.1
RABGGTA	ENST00000543002.5	ENST00000561055.1
USP32	ENST00000590133.5	ENST00000593071.1
USP32	ENST00000591768.1	ENST00000593071.1
USP32	ENST00000300896.8	ENST00000589335.5
USP32	ENST00000300896.8	ENST00000593071.1
USP32	ENST00000300896.8	ENST00000587651.1
USP32	ENST00000300896.8	ENST00000592339.5
USP32	ENST00000300896.8	ENST00000585720.1
USP32	ENST00000300896.8	ENST00000588898.1
USP32	ENST00000300896.8	ENST00000589761.1
USP32	ENST00000300896.8	ENST00000393003.7
USP32	ENST00000300896.8	ENST00000586238.1
USP32	ENST00000300896.8	ENST00000586881.1
USP32	ENST00000300896.8	ENST00000589552.1
USP32	ENST00000300896.8	ENST00000590297.1
PPFIA1	ENST00000530548.5	ENST00000531657.1
PPFIA1	ENST00000530798.5	ENST00000531657.1
PPFIA1	ENST00000528750.1	ENST00000531657.1
PPFIA1	ENST00000253925.11	ENST00000533894.5
PPFIA1	ENST00000253925.11	ENST00000530746.1
PPFIA1	ENST00000253925.11	ENST00000526074.5
PPFIA1	ENST00000253925.11	ENST00000532443.1
PPFIA1	ENST00000253925.11	ENST00000526262.5
PPFIA1	ENST00000253925.11	ENST00000528853.1
PPFIA1	ENST00000253925.11	ENST00000530932.1
PPFIA1	ENST00000253925.11	ENST00000526347.5
PPFIA1	ENST00000253925.11	ENST00000526369.3
PPFIA1	ENST00000253925.11	ENST00000530294.5
PPFIA1	ENST00000253925.11	ENST00000525530.1
PPFIA1	ENST00000253925.11	ENST00000389547.7
PPFIA1	ENST00000253925.11	ENST00000527612.1
PPFIA1	ENST00000253925.11	ENST00000528284.1
PPFIA1	ENST00000253925.11	ENST00000532024.1
PPFIA1	ENST00000253925.11	ENST00000532504.5
PPFIA1	ENST00000253925.11	ENST00000525922.2
PPFIA1	ENST00000253925.11	ENST00000531657.1
