GeneId	Control_transcript	Case_transcript
FRYL	ENST00000503238.5	ENST00000503339.5
FRYL	ENST00000514617.5	ENST00000503339.5
FRYL	ENST00000515684.1	ENST00000503339.5
FRYL	ENST00000507711.5	ENST00000503339.5
CEP164	ENST00000533153.5	ENST00000533433.1
CEP164	ENST00000278935.7	ENST00000525734.5
CEP164	ENST00000278935.7	ENST00000533706.5
CEP164	ENST00000278935.7	ENST00000533223.1
CEP164	ENST00000278935.7	ENST00000529153.5
CEP164	ENST00000278935.7	ENST00000532187.1
CEP164	ENST00000278935.7	ENST00000528706.5
CEP164	ENST00000278935.7	ENST00000533433.1
CEP164	ENST00000533675.5	ENST00000533433.1
CEP164	ENST00000527609.5	ENST00000533433.1
CEP164	ENST00000525416.5	ENST00000533433.1
CEP164	ENST00000533570.1	ENST00000533433.1
ARHGAP19	ENST00000466484.1	ENST00000487035.1
ARHGAP19	ENST00000371027.5	ENST00000487035.1
ARHGAP19	ENST00000358531.8	ENST00000487035.1
HAUS8	ENST00000598517.5	ENST00000597917.1
HAUS8	ENST00000448593.6	ENST00000597917.1
HAUS8	ENST00000601564.5	ENST00000597917.1
HAUS8	ENST00000253669.9	ENST00000597917.1
ETFDH	ENST00000307738.5	ENST00000514148.1
ETFDH	ENST00000307738.5	ENST00000506422.1
ETFDH	ENST00000307738.5	ENST00000436096.2
ETFDH	ENST00000307738.5	ENST00000512251.5
ETFDH	ENST00000307738.5	ENST00000510353.5
POLR2M	ENST00000299638.7	ENST00000567643.1
POLR2M	ENST00000299638.7	ENST00000380557.4
POLR2M	ENST00000299638.7	ENST00000494490.1
POLR2M	ENST00000299638.7	ENST00000562260.1
POLR2M	ENST00000299638.7	ENST00000464308.1
POLR2M	ENST00000299638.7	ENST00000482852.5
HSP90B1	ENST00000299767.9	ENST00000552051.1
HSP90B1	ENST00000299767.9	ENST00000549334.5
HSP90B1	ENST00000299767.9	ENST00000614327.1
HSP90B1	ENST00000299767.9	ENST00000551983.1
HSP90B1	ENST00000299767.9	ENST00000548622.1
HSP90B1	ENST00000299767.9	ENST00000550479.1
HSP90B1	ENST00000299767.9	ENST00000548462.5
HSP90B1	ENST00000299767.9	ENST00000550595.1
PRKD2	ENST00000600194.5	ENST00000602155.5
PRKD2	ENST00000433867.5	ENST00000602155.5
PRKD2	ENST00000598633.1	ENST00000602155.5
PRKD2	ENST00000597641.1	ENST00000602155.5
PRKD2	ENST00000595515.5	ENST00000602155.5
PRKD2	ENST00000593363.1	ENST00000602155.5
PRKD2	ENST00000291281.8	ENST00000602155.5
PRKD2	ENST00000601806.5	ENST00000602155.5
PRKD2	ENST00000599464.1	ENST00000602155.5
SNX14	ENST00000369627.6	ENST00000515216.5
SNX14	ENST00000369627.6	ENST00000369635.6
SNX14	ENST00000369627.6	ENST00000474645.6
SNX14	ENST00000369627.6	ENST00000513865.5
SNX14	ENST00000369627.6	ENST00000503608.5
SNX14	ENST00000369627.6	ENST00000508658.5
SNX14	ENST00000369627.6	ENST00000504191.1
SNX14	ENST00000369627.6	ENST00000514801.1
SNX14	ENST00000369627.6	ENST00000503491.5
SNX14	ENST00000369627.6	ENST00000508980.5
SNX14	ENST00000369627.6	ENST00000506182.1
SNX14	ENST00000369627.6	ENST00000513869.1
SNX14	ENST00000369627.6	ENST00000418862.1
RHBDD2	ENST00000006777.10	ENST00000476218.1
RHBDD2	ENST00000006777.10	ENST00000468644.5
RHBDD2	ENST00000006777.10	ENST00000467406.2
RHBDD2	ENST00000006777.10	ENST00000318622.8
RHBDD2	ENST00000006777.10	ENST00000468304.1
RHBDD2	ENST00000006777.10	ENST00000466232.5
RHBDD2	ENST00000006777.10	ENST00000428119.1
RHBDD2	ENST00000006777.10	ENST00000454791.1
RPRD1B	ENST00000373433.8	ENST00000449186.2
RPRD1B	ENST00000373433.8	ENST00000471511.1
RPRD1B	ENST00000373433.8	ENST00000618318.1
RPRD1B	ENST00000373433.8	ENST00000622494.1
RPRD1B	ENST00000373433.8	ENST00000462548.6
RPRD1B	ENST00000373433.8	ENST00000484683.1
RPRD1B	ENST00000373433.8	ENST00000614670.1
TPP2	ENST00000493770.1	ENST00000466153.5
TPP2	ENST00000376065.8	ENST00000466153.5
TPP2	ENST00000376065.8	ENST00000490420.1
TPP2	ENST00000376065.8	ENST00000496126.1
TPP2	ENST00000376065.8	ENST00000490010.1
TPP2	ENST00000376065.8	ENST00000482393.1
TPP2	ENST00000376052.4	ENST00000466153.5
THAP4	ENST00000402136.5	ENST00000497486.1
THAP4	ENST00000402136.5	ENST00000612200.1
THAP4	ENST00000402136.5	ENST00000407315.5
THAP4	ENST00000402136.5	ENST00000402545.5
THAP4	ENST00000402136.5	ENST00000321679.4
KCTD13	ENST00000561540.1	ENST00000568721.1
KCTD13	ENST00000561540.1	ENST00000563955.5
KCTD13	ENST00000561540.1	ENST00000566842.5
KCTD13	ENST00000561540.1	ENST00000563264.1
KCTD13	ENST00000561540.1	ENST00000566413.1
IPO9	ENST00000464348.5	ENST00000456707.1
IPO9	ENST00000361565.8	ENST00000456707.1
THAP6	ENST00000311638.7	ENST00000502620.1
THAP6	ENST00000311638.7	ENST00000506261.5
THAP6	ENST00000311638.7	ENST00000380837.7
THAP6	ENST00000311638.7	ENST00000504384.5
THAP6	ENST00000311638.7	ENST00000507885.5
THAP6	ENST00000311638.7	ENST00000507557.5
THAP6	ENST00000311638.7	ENST00000504218.5
THAP6	ENST00000311638.7	ENST00000507556.5
THAP6	ENST00000311638.7	ENST00000508105.5
THAP6	ENST00000311638.7	ENST00000504190.5
PNPT1	ENST00000415374.5	ENST00000260604.8
PNPT1	ENST00000415374.5	ENST00000481066.1
PNPT1	ENST00000415374.5	ENST00000429805.1
PNPT1	ENST00000415374.5	ENST00000625249.1
PNPT1	ENST00000415374.5	ENST00000415489.1
PNPT1	ENST00000447944.6	ENST00000481066.1
BRD7	ENST00000567826.1	ENST00000569774.6
BRD7	ENST00000394689.2	ENST00000562383.6
BRD7	ENST00000394689.2	ENST00000394688.7
BRD7	ENST00000394689.2	ENST00000569774.6
BRD7	ENST00000394689.2	ENST00000401491.7
BRD7	ENST00000475877.5	ENST00000569774.6
MTIF3	ENST00000471771.5	ENST00000405591.3
MTIF3	ENST00000381120.7	ENST00000483903.1
MTIF3	ENST00000381120.7	ENST00000381116.5
MTIF3	ENST00000381120.7	ENST00000485650.5
MTIF3	ENST00000381120.7	ENST00000405591.3
MTIF3	ENST00000485959.5	ENST00000405591.3
MTIF3	ENST00000464753.1	ENST00000405591.3
MTIF3	ENST00000460973.5	ENST00000405591.3
MTIF3	ENST00000461838.5	ENST00000405591.3
MTIF3	ENST00000493719.5	ENST00000405591.3
MTIF3	ENST00000484342.2	ENST00000405591.3
JMJD7	ENST00000397299.8	ENST00000408047.5
JMJD7	ENST00000397299.8	ENST00000562035.1
JMJD7	ENST00000397299.8	ENST00000405106.2
JMJD7	ENST00000397299.8	ENST00000478178.1
JMJD7	ENST00000397299.8	ENST00000431823.1
BTRC	ENST00000370187.7	ENST00000493877.1
BTRC	ENST00000370187.7	ENST00000465182.1
BTRC	ENST00000370187.7	ENST00000408038.6
BTRC	ENST00000370187.7	ENST00000370183.2
BTRC	ENST00000370187.7	ENST00000475200.5
BTRC	ENST00000393441.8	ENST00000408038.6
ADPGK	ENST00000567733.1	ENST00000569693.5
ADPGK	ENST00000567941.5	ENST00000569693.5
ADPGK	ENST00000569534.5	ENST00000569693.5
ADPGK	ENST00000456471.2	ENST00000569693.5
ADPGK	ENST00000562286.1	ENST00000569693.5
ADPGK	ENST00000311669.12	ENST00000566509.5
ADPGK	ENST00000311669.12	ENST00000569058.1
ADPGK	ENST00000311669.12	ENST00000562621.1
ADPGK	ENST00000311669.12	ENST00000562823.1
ADPGK	ENST00000311669.12	ENST00000565814.1
ADPGK	ENST00000311669.12	ENST00000569693.5
ADPGK	ENST00000569517.5	ENST00000569693.5
ADPGK	ENST00000563907.5	ENST00000569693.5
COQ10A	ENST00000433805.6	ENST00000546614.1
COQ10A	ENST00000433805.6	ENST00000551911.5
COQ10A	ENST00000433805.6	ENST00000546544.5
COQ10A	ENST00000433805.6	ENST00000551566.1
COQ10A	ENST00000433805.6	ENST00000553234.1
COQ10A	ENST00000433805.6	ENST00000550071.1
COQ10A	ENST00000433805.6	ENST00000551814.1
COQ10A	ENST00000433805.6	ENST00000549545.1
CTB-55O6.12	ENST00000588387.1	ENST00000588658.1
CTB-55O6.12	ENST00000588387.1	ENST00000592086.1
HNRNPDL	ENST00000602300.5	ENST00000514511.1
HNRNPDL	ENST00000602300.5	ENST00000349655.8
HNRNPDL	ENST00000602300.5	ENST00000630827.1
HNRNPDL	ENST00000602300.5	ENST00000614627.4
HNRNPDL	ENST00000602300.5	ENST00000502762.4
HNRNPDL	ENST00000602300.5	ENST00000507721.5
HNRNPDL	ENST00000621267.4	ENST00000507721.5
HNRNPDL	ENST00000295470.9	ENST00000507721.5
HNRNPDL	ENST00000630114.2	ENST00000507721.5
OSBPL2	ENST00000313733.7	ENST00000471817.2
OSBPL2	ENST00000313733.7	ENST00000448156.3
OSBPL2	ENST00000313733.7	ENST00000358053.3
OSBPL2	ENST00000313733.7	ENST00000615516.1
OSBPL2	ENST00000313733.7	ENST00000439951.6
OSBPL2	ENST00000313733.7	ENST00000620616.1
OSBPL2	ENST00000313733.7	ENST00000618509.4
OSBPL2	ENST00000313733.7	ENST00000621075.1
XPNPEP3	ENST00000482652.1	ENST00000357137.8
XPNPEP3	ENST00000614001.1	ENST00000357137.8
XPNPEP3	ENST00000428799.1	ENST00000357137.8
NCK2	ENST00000425756.1	ENST00000393349.2
NCK2	ENST00000233154.8	ENST00000393349.2
NCK2	ENST00000233154.8	ENST00000393348.6
NCK2	ENST00000233154.8	ENST00000451463.6
NCK2	ENST00000522586.5	ENST00000393349.2
ZNF710	ENST00000560908.1	ENST00000558883.1
ZNF710	ENST00000560908.1	ENST00000559419.1
ZNF710	ENST00000560908.1	ENST00000559360.1
ZNF710	ENST00000560908.1	ENST00000268154.8
TOMM40L	ENST00000367987.1	ENST00000492482.5
TOMM40L	ENST00000367987.1	ENST00000475793.1
TOMM40L	ENST00000367987.1	ENST00000465512.5
TOMM40L	ENST00000367987.1	ENST00000545897.5
TOMM40L	ENST00000367987.1	ENST00000474486.5
TOMM40L	ENST00000367987.1	ENST00000468803.1
GGA1	ENST00000343632.8	ENST00000326597.6
GGA1	ENST00000343632.8	ENST00000489772.5
GGA1	ENST00000343632.8	ENST00000463672.1
GGA1	ENST00000343632.8	ENST00000431745.5
GGA1	ENST00000343632.8	ENST00000488672.1
GGA1	ENST00000343632.8	ENST00000447515.5
GGA1	ENST00000343632.8	ENST00000460957.1
GGA1	ENST00000343632.8	ENST00000481613.1
GGA1	ENST00000343632.8	ENST00000406772.5
GGA1	ENST00000343632.8	ENST00000475445.1
GGA1	ENST00000343632.8	ENST00000484804.5
GGA1	ENST00000343632.8	ENST00000491295.1
GALNS	ENST00000268695.9	ENST00000567525.5
GALNS	ENST00000268695.9	ENST00000562593.5
GALNS	ENST00000268695.9	ENST00000567779.1
GALNS	ENST00000268695.9	ENST00000564263.1
GALNS	ENST00000268695.9	ENST00000566563.1
GALNS	ENST00000268695.9	ENST00000561812.1
GALNS	ENST00000268695.9	ENST00000565364.1
NPRL2	ENST00000232501.7	ENST00000433381.5
NPRL2	ENST00000232501.7	ENST00000493465.5
NPRL2	ENST00000232501.7	ENST00000493907.1
NPRL2	ENST00000232501.7	ENST00000461020.5
NPRL2	ENST00000232501.7	ENST00000451194.5
NPRL2	ENST00000232501.7	ENST00000467294.1
NPRL2	ENST00000232501.7	ENST00000479512.5
NPRL2	ENST00000232501.7	ENST00000469839.1
NPRL2	ENST00000232501.7	ENST00000487632.5
NPRL2	ENST00000232501.7	ENST00000429366.5
NPRL2	ENST00000232501.7	ENST00000492805.1
NPRL2	ENST00000232501.7	ENST00000480296.5
NPRL2	ENST00000232501.7	ENST00000476064.5
TTC19	ENST00000475723.5	ENST00000481107.1
TTC19	ENST00000475723.5	ENST00000465567.1
TTC19	ENST00000475723.5	ENST00000470399.1
TTC19	ENST00000475723.5	ENST00000583704.1
TTC19	ENST00000475723.5	ENST00000470649.1
TTC19	ENST00000475723.5	ENST00000466729.5
TTC19	ENST00000475723.5	ENST00000497842.6
SLC12A9	ENST00000354161.7	ENST00000462106.1
SLC12A9	ENST00000354161.7	ENST00000487651.5
SLC12A9	ENST00000354161.7	ENST00000434158.1
SLC12A9	ENST00000354161.7	ENST00000497958.5
SLC12A9	ENST00000354161.7	ENST00000475623.1
SLC12A9	ENST00000354161.7	ENST00000467972.5
SLC12A9	ENST00000354161.7	ENST00000475687.5
SLC12A9	ENST00000354161.7	ENST00000448342.5
SLC12A9	ENST00000354161.7	ENST00000482184.1
ZNF644	ENST00000479798.1	ENST00000347275.9
ZNF644	ENST00000621077.1	ENST00000347275.9
ZNF644	ENST00000370440.5	ENST00000347275.9
ZNF644	ENST00000482467.1	ENST00000347275.9
ZNF644	ENST00000495966.1	ENST00000347275.9
ZNF644	ENST00000337393.9	ENST00000347275.9
ATRIP	ENST00000346691.8	ENST00000357105.10
ATRIP	ENST00000320211.7	ENST00000357105.10
ATRIP	ENST00000412052.3	ENST00000357105.10
UBAP2	ENST00000488443.1	ENST00000379239.8
UBAP2	ENST00000379238.5	ENST00000360802.5
UBAP2	ENST00000379238.5	ENST00000474372.1
UBAP2	ENST00000379238.5	ENST00000379235.5
UBAP2	ENST00000379238.5	ENST00000379225.2
UBAP2	ENST00000379238.5	ENST00000459988.1
UBAP2	ENST00000379238.5	ENST00000480885.5
UBAP2	ENST00000379238.5	ENST00000379239.8
UBAP2	ENST00000412543.5	ENST00000379239.8
UBAP2	ENST00000629575.2	ENST00000379239.8
UBAP2	ENST00000539807.5	ENST00000379239.8
UBAP2	ENST00000421278.2	ENST00000379239.8
AASDH	ENST00000205214.10	ENST00000510012.1
AASDH	ENST00000205214.10	ENST00000602986.5
AASDH	ENST00000205214.10	ENST00000514796.1
AASDH	ENST00000205214.10	ENST00000510762.1
AASDH	ENST00000205214.10	ENST00000513376.5
AASDH	ENST00000205214.10	ENST00000514745.5
PHF12	ENST00000332830.8	ENST00000378879.7
PHF12	ENST00000332830.8	ENST00000583747.1
PHF12	ENST00000332830.8	ENST00000579563.1
PHF12	ENST00000332830.8	ENST00000577226.5
PHF12	ENST00000332830.8	ENST00000584822.1
PHF12	ENST00000332830.8	ENST00000268756.7
PHF12	ENST00000332830.8	ENST00000583524.5
PHF12	ENST00000332830.8	ENST00000582436.5
PHF12	ENST00000332830.8	ENST00000578900.6
PHF12	ENST00000332830.8	ENST00000589176.1
ZBTB43	ENST00000450858.1	ENST00000449886.5
ZBTB43	ENST00000373464.4	ENST00000449886.5
ZBTB43	ENST00000373464.4	ENST00000373457.1
ZBTB43	ENST00000497064.1	ENST00000449886.5
HERC2	ENST00000261609.11	ENST00000563670.1
HERC2	ENST00000261609.11	ENST00000569772.1
HERC2	ENST00000261609.11	ENST00000569335.1
HERC2	ENST00000261609.11	ENST00000564734.5
HERC2	ENST00000261609.11	ENST00000567869.1
HERC2	ENST00000261609.11	ENST00000563945.1
HERC2	ENST00000261609.11	ENST00000566635.5
HERC2	ENST00000261609.11	ENST00000568206.1
HERC2	ENST00000261609.11	ENST00000562136.1
HERC2	ENST00000261609.11	ENST00000564519.1
FAM220A	ENST00000530143.1	ENST00000313324.8
FRA10AC1	ENST00000359204.4	ENST00000483229.1
FRA10AC1	ENST00000359204.4	ENST00000462771.1
FRA10AC1	ENST00000359204.4	ENST00000482719.1
FRA10AC1	ENST00000359204.4	ENST00000460752.1
FRA10AC1	ENST00000359204.4	ENST00000472153.1
AUP1	ENST00000377526.3	ENST00000462297.1
AUP1	ENST00000377526.3	ENST00000464887.1
AUP1	ENST00000377526.3	ENST00000486234.1
AUP1	ENST00000377526.3	ENST00000463900.5
AUP1	ENST00000377526.3	ENST00000425118.5
AUP1	ENST00000377526.3	ENST00000472800.1
C5orf22	ENST00000511208.2	ENST00000504866.1
C5orf22	ENST00000507818.6	ENST00000504866.1
C5orf22	ENST00000510530.1	ENST00000504866.1
C5orf22	ENST00000325366.13	ENST00000504866.1
C5orf22	ENST00000510659.5	ENST00000504866.1
C5orf22	ENST00000517780.1	ENST00000504866.1
RBM22	ENST00000199814.8	ENST00000521248.5
RBM22	ENST00000199814.8	ENST00000520132.1
RBM22	ENST00000199814.8	ENST00000447771.6
RBM22	ENST00000199814.8	ENST00000522469.5
RBM22	ENST00000199814.8	ENST00000521464.1
RBM22	ENST00000199814.8	ENST00000521594.1
CAMTA2	ENST00000381311.9	ENST00000572192.1
CAMTA2	ENST00000574951.5	ENST00000572192.1
CAMTA2	ENST00000574606.2	ENST00000572192.1
CAMTA2	ENST00000414043.7	ENST00000572192.1
CAMTA2	ENST00000572543.5	ENST00000572192.1
CAMTA2	ENST00000361571.9	ENST00000572192.1
CAMTA2	ENST00000348066.7	ENST00000572192.1
CAMTA2	ENST00000348066.7	ENST00000575580.1
CAMTA2	ENST00000348066.7	ENST00000575192.1
CAMTA2	ENST00000348066.7	ENST00000575365.1
CAMTA2	ENST00000348066.7	ENST00000571831.1
CAMTA2	ENST00000348066.7	ENST00000572326.1
CAMTA2	ENST00000348066.7	ENST00000573004.5
CAMTA2	ENST00000348066.7	ENST00000576872.1
CAMTA2	ENST00000348066.7	ENST00000574442.1
ZFYVE1	ENST00000556143.5	ENST00000554250.1
ZFYVE1	ENST00000556143.5	ENST00000553891.5
ZFYVE1	ENST00000556143.5	ENST00000318876.9
ZFYVE1	ENST00000556143.5	ENST00000554145.1
ZFYVE1	ENST00000556143.5	ENST00000556761.1
ZFYVE1	ENST00000556143.5	ENST00000555072.1
ZFYVE1	ENST00000556143.5	ENST00000556040.1
ZFYVE1	ENST00000556143.5	ENST00000394207.6
POLL	ENST00000461587.1	ENST00000370168.7
POLL	ENST00000370162.7	ENST00000370168.7
POLL	ENST00000426919.5	ENST00000370168.7
POLL	ENST00000370169.5	ENST00000370168.7
POLL	ENST00000415897.5	ENST00000370168.7
POLL	ENST00000370172.5	ENST00000370168.7
POLL	ENST00000454524.1	ENST00000370168.7
POLL	ENST00000430045.1	ENST00000370168.7
POLL	ENST00000339310.7	ENST00000370168.7
POLL	ENST00000299206.8	ENST00000370168.7
RPP38	ENST00000378203.5	ENST00000378201.6
RPP38	ENST00000378202.5	ENST00000378201.6
RPP38	ENST00000451677.1	ENST00000378201.6
RPP38	ENST00000378197.4	ENST00000378201.6
RPP38	ENST00000441850.1	ENST00000378201.6
ERMARD	ENST00000592745.5	ENST00000477995.1
ERMARD	ENST00000366773.7	ENST00000366771.5
ERMARD	ENST00000366773.7	ENST00000592580.5
ERMARD	ENST00000366773.7	ENST00000592367.5
ERMARD	ENST00000366773.7	ENST00000588437.5
ERMARD	ENST00000366773.7	ENST00000492738.1
ERMARD	ENST00000366773.7	ENST00000418781.7
ERMARD	ENST00000366773.7	ENST00000477995.1
ERMARD	ENST00000588451.1	ENST00000477995.1
ERMARD	ENST00000592315.5	ENST00000477995.1
ERMARD	ENST00000366772.6	ENST00000477995.1
ERMARD	ENST00000392095.8	ENST00000477995.1
ERMARD	ENST00000590017.1	ENST00000477995.1
ERMARD	ENST00000586341.5	ENST00000477995.1
ERMARD	ENST00000590711.5	ENST00000477995.1
VKORC1	ENST00000394975.2	ENST00000472468.1
VKORC1	ENST00000394975.2	ENST00000319788.11
VKORC1	ENST00000394975.2	ENST00000394971.7
VKORC1	ENST00000394975.2	ENST00000300851.10
VKORC1	ENST00000394975.2	ENST00000420057.2
VKORC1	ENST00000394975.2	ENST00000498155.1
SFXN4	ENST00000355697.6	ENST00000484960.5
SFXN4	ENST00000355697.6	ENST00000490417.6
SFXN4	ENST00000355697.6	ENST00000419372.5
SFXN4	ENST00000355697.6	ENST00000462913.1
HEMK1	ENST00000455834.5	ENST00000443894.1
HEMK1	ENST00000455834.5	ENST00000434410.5
HEMK1	ENST00000455834.5	ENST00000232854.8
HEMK1	ENST00000455834.5	ENST00000448997.5
HEMK1	ENST00000455834.5	ENST00000482974.1
USP6	ENST00000250066.6	ENST00000575709.5
USP6	ENST00000572949.5	ENST00000575709.5
USP6	ENST00000574788.5	ENST00000575709.5
AACS	ENST00000316519.10	ENST00000441247.6
AACS	ENST00000316519.10	ENST00000538851.5
AACS	ENST00000316519.10	ENST00000398953.2
AACS	ENST00000316519.10	ENST00000537564.5
AACS	ENST00000316519.10	ENST00000418937.6
AACS	ENST00000316519.10	ENST00000539251.5
AACS	ENST00000316519.10	ENST00000545511.5
AACS	ENST00000316519.10	ENST00000543665.2
AACS	ENST00000316519.10	ENST00000537477.5
AACS	ENST00000316519.10	ENST00000316543.14
AACS	ENST00000316519.10	ENST00000536118.5
CNOT10	ENST00000328834.9	ENST00000471003.6
CNOT10	ENST00000328834.9	ENST00000463006.5
CNOT10	ENST00000328834.9	ENST00000481526.5
CNOT10	ENST00000328834.9	ENST00000416457.5
CNOT10	ENST00000328834.9	ENST00000473064.1
CNOT10	ENST00000328834.9	ENST00000435630.5
CNOT10	ENST00000328834.9	ENST00000454516.6
CNOT10	ENST00000328834.9	ENST00000463697.1
CNOT10	ENST00000328834.9	ENST00000468599.1
CNOT10	ENST00000328834.9	ENST00000476967.1
CNOT10	ENST00000328834.9	ENST00000479397.2
ACOT9	ENST00000379303.9	ENST00000379297.5
ACOT9	ENST00000379295.5	ENST00000379297.5
ACOT9	ENST00000336430.11	ENST00000473710.5
ACOT9	ENST00000336430.11	ENST00000449612.2
ACOT9	ENST00000336430.11	ENST00000494361.5
ACOT9	ENST00000336430.11	ENST00000492081.1
ACOT9	ENST00000336430.11	ENST00000379297.5
MKKS	ENST00000399054.6	ENST00000609375.1
MKKS	ENST00000347364.7	ENST00000609375.1
CCT6A	ENST00000275603.8	ENST00000335503.3
CCT6A	ENST00000275603.8	ENST00000462133.5
CCT6A	ENST00000275603.8	ENST00000482776.1
CCT6A	ENST00000275603.8	ENST00000494736.1
CCT6A	ENST00000275603.8	ENST00000492618.5
CCT6A	ENST00000275603.8	ENST00000493855.1
CCT6A	ENST00000275603.8	ENST00000466479.1
CCT6A	ENST00000275603.8	ENST00000466572.5
DYNC2H1	ENST00000375735.6	ENST00000533197.1
DYNC2H1	ENST00000375735.6	ENST00000334267.11
DYNC2H1	ENST00000375735.6	ENST00000527252.1
DYNC2H1	ENST00000375735.6	ENST00000530547.1
DYNC2H1	ENST00000375735.6	ENST00000525306.1
TAF6L	ENST00000294168.7	ENST00000526261.1
TAF6L	ENST00000294168.7	ENST00000531265.1
TAF6L	ENST00000294168.7	ENST00000525405.5
TAF6L	ENST00000294168.7	ENST00000533823.1
TAF6L	ENST00000294168.7	ENST00000532915.1
PVRL2	ENST00000252483.9	ENST00000591581.1
PVRL2	ENST00000252483.9	ENST00000585601.1
PVRL2	ENST00000252483.9	ENST00000587386.1
PVRL2	ENST00000252483.9	ENST00000252485.8
ILKAP	ENST00000254654.7	ENST00000479400.1
ILKAP	ENST00000254654.7	ENST00000465131.5
ILKAP	ENST00000254654.7	ENST00000612675.4
ILKAP	ENST00000254654.7	ENST00000463129.5
ILKAP	ENST00000254654.7	ENST00000450411.1
ILKAP	ENST00000254654.7	ENST00000622223.4
ILKAP	ENST00000254654.7	ENST00000498727.5
ILKAP	ENST00000254654.7	ENST00000467133.5
ILKAP	ENST00000254654.7	ENST00000466468.5
ILKAP	ENST00000254654.7	ENST00000490837.1
C4orf29	ENST00000513371.1	ENST00000388795.9
C4orf29	ENST00000473040.6	ENST00000388795.9
C4orf29	ENST00000611882.1	ENST00000388795.9
C4orf29	ENST00000398965.5	ENST00000388795.9
RPS6KA1	ENST00000529454.5	ENST00000530003.5
RPS6KA1	ENST00000524436.5	ENST00000530003.5
RPS6KA1	ENST00000526792.5	ENST00000530003.5
RPS6KA1	ENST00000374168.6	ENST00000527264.5
RPS6KA1	ENST00000374168.6	ENST00000530003.5
RPS6KA1	ENST00000374168.6	ENST00000531382.5
RPS6KA1	ENST00000374168.6	ENST00000526040.6
RPS6KA1	ENST00000374168.6	ENST00000366866.8
RPS6KA1	ENST00000374168.6	ENST00000525582.1
RPS6KA1	ENST00000374168.6	ENST00000531113.5
RPS6KA1	ENST00000374168.6	ENST00000530305.1
RPS6KA1	ENST00000374168.6	ENST00000374163.5
RPS6KA1	ENST00000374168.6	ENST00000374166.8
RPS6KA1	ENST00000374168.6	ENST00000530607.1
RPS6KA1	ENST00000374168.6	ENST00000488985.1
RPS6KA1	ENST00000374168.6	ENST00000438977.1
RPS6KA1	ENST00000374168.6	ENST00000403732.2
RPS6KA1	ENST00000374168.6	ENST00000474934.1
RPS6KA1	ENST00000525525.5	ENST00000530003.5
ORC4	ENST00000440042.1	ENST00000264169.6
ORC4	ENST00000440042.1	ENST00000416719.5
ORC4	ENST00000440042.1	ENST00000488761.1
ORC4	ENST00000440042.1	ENST00000496670.6
ORC4	ENST00000440042.1	ENST00000461711.5
ORC4	ENST00000440042.1	ENST00000495601.1
ORC4	ENST00000440042.1	ENST00000535373.5
ORC4	ENST00000440042.1	ENST00000481488.1
ORC4	ENST00000440042.1	ENST00000392857.9
ORC4	ENST00000440042.1	ENST00000540442.5
ORC4	ENST00000440042.1	ENST00000536575.5
PRIMPOL	ENST00000509002.5	ENST00000510864.1
PRIMPOL	ENST00000509002.5	ENST00000512658.1
PRIMPOL	ENST00000503752.5	ENST00000510864.1
PRIMPOL	ENST00000503752.5	ENST00000508001.1
PRIMPOL	ENST00000503752.5	ENST00000512658.1
PRIMPOL	ENST00000314970.10	ENST00000510864.1
PRIMPOL	ENST00000314970.10	ENST00000508001.1
PRIMPOL	ENST00000314970.10	ENST00000512658.1
PRIMPOL	ENST00000512834.5	ENST00000510864.1
PRIMPOL	ENST00000512834.5	ENST00000512658.1
PRIMPOL	ENST00000515774.5	ENST00000510864.1
PRIMPOL	ENST00000515774.5	ENST00000512658.1
PRIMPOL	ENST00000515152.1	ENST00000510864.1
PRIMPOL	ENST00000515152.1	ENST00000512658.1
PRIMPOL	ENST00000509538.5	ENST00000510864.1
PRIMPOL	ENST00000509538.5	ENST00000512658.1
PRIMPOL	ENST00000506278.5	ENST00000510864.1
PRIMPOL	ENST00000506278.5	ENST00000512658.1
CFAP20	ENST00000262498.7	ENST00000567660.1
CFAP20	ENST00000262498.7	ENST00000564150.1
CFAP20	ENST00000262498.7	ENST00000562622.5
CFAP20	ENST00000262498.7	ENST00000567092.1
CFAP20	ENST00000262498.7	ENST00000562443.1
CLSTN1	ENST00000435891.5	ENST00000477264.1
CLSTN1	ENST00000361311.4	ENST00000477264.1
LRCH4	ENST00000310300.10	ENST00000470184.1
LRCH4	ENST00000310300.10	ENST00000485583.1
LRCH4	ENST00000310300.10	ENST00000498539.1
LRCH4	ENST00000310300.10	ENST00000490359.2
LRCH4	ENST00000310300.10	ENST00000485554.5
LRCH4	ENST00000310300.10	ENST00000497245.2
LRCH4	ENST00000310300.10	ENST00000467201.5
LRCH4	ENST00000310300.10	ENST00000487697.1
LRCH4	ENST00000310300.10	ENST00000476881.2
LRCH4	ENST00000619071.4	ENST00000485554.5
SH3D19	ENST00000514152.5	ENST00000478503.6
SH3D19	ENST00000474743.5	ENST00000478503.6
SH3D19	ENST00000427414.2	ENST00000478503.6
SH3D19	ENST00000409252.6	ENST00000478503.6
SH3D19	ENST00000514013.1	ENST00000478503.6
SH3D19	ENST00000604030.5	ENST00000478503.6
TRIM33	ENST00000450349.3	ENST00000478032.1
TRIM33	ENST00000369543.6	ENST00000478032.1
TRIM33	ENST00000358465.6	ENST00000478032.1
TRIM33	ENST00000448034.5	ENST00000478032.1
KIF16B	ENST00000408042.5	ENST00000354981.6
